artist_name,artist_uri,album_name,album_uri,track_name,track_id,popularity,total_tracks,release_date,release_date_precision
Joel Corry,spotify:artist:6DgP9otnZw5z6daOntINxp,Lonely,spotify:album:3zxRCukRL1NQC4vo7ipUet,Lonely,2ZEq4HT450Ye9IFGPTl9qV,80,1,2020-01-24,day
Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Manic,spotify:album:68enXe5XcJdciSDAZr0Alr,You should be sad,7lidXGPXPYLNThITAOTlkK,91,16,2020-01-17,day
Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Physical,spotify:album:5Vzq1wKBUXMxEZl3NPjJpS,Physical,5px6upUHM3fhOP621Edp4V,91,1,2020-01-30,day
Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Music To Be Murdered By,spotify:album:4otkd9As6YaxxEkIjXPiZ6,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,94,20,2020-01-17,day
Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,No Time To Die,spotify:album:5sXSHscDjBez8VF20cSyad,No Time To Die,73SpzrcaHk0RQPFP73vqVR,92,1,2020-02-13,day
Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Life Is Good (feat. Drake),spotify:album:5uCEoLCj3ZZZ1EtzQdQWVl,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,94,1,2020-01-10,day
Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Intentions,spotify:album:55zg331p7m1EFA4uRggkwt,Intentions,364dI1bYnvamSnBJ8JcNzN,92,1,2020-02-07,day
Jonas Brothers,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,What A Man Gotta Do,spotify:album:3SgvmlSsTrMuqICaOTlo0p,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,89,1,2020-01-17,day
Powfu,spotify:artist:6bmlMHgSheBauioMgKv2tn,death bed (coffee for your head) (feat. beabadoobee),spotify:album:2p9gK2BcdrloHNJwarc9gc,death bed (coffee for your head) (feat. beabadoobee),7eJMfftS33KTjuF7lTsMCx,94,1,2020-02-08,day
Becky Hill,spotify:artist:4EPJlUEBy49EX1wuFOvtjK,Better Off Without You (feat. Shift K3Y),spotify:album:6ItQBh0GYXQc3jYGP79Ww9,Better Off Without You (feat. Shift K3Y),3oIVK7arAFuUOCGafPLxSC,77,1,2020-01-10,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,No Judgement,spotify:album:2KA0hztJvCs7eD7nv5316T,No Judgement,5IUOU5xkzGHsRFOYNu3GSK,84,1,2020-02-07,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,87,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,83,14,2020-03-20,day
Lil Mosey,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,Blueberry Faygo,spotify:album:6rBennOYWR1OZQnsU39PKL,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,92,1,2020-02-07,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Hardest To Love,6kWxIqQDsKFYCJGbU4AjCX,83,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Alone Again,6b5P51m8xx2XA6U7sdNZ5E,84,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Save Your Tears,5QO79kh1waicV47BqGRL3g,83,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Too Late,2K9Ovn1o2bTGqbsABGC6m3,83,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,After Hours,2p8IUWQDrpjuFltbdgLOag,82,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Scared To Live,4BGZF4oLbTL0pWm7C18pbv,83,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Heartless,6bnF93Rx87YqUBLSgjiMU8,82,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Faith,3orEOtd8CPL8GFlpRpKuoE,82,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Snowchild,3WlbeuhfRSqU7ylK2Ui5U7,82,14,2020-03-20,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Black And White,7rpNuuoMbid56XkDsx2FjE,78,14,2020-03-13,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Escape From LA,1sOW4PuG5X3Ie3EXUhAopJ,82,14,2020-03-20,day
Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,Know Your Worth,spotify:album:0uLz2ygHQAtLknyGasJOr5,Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,88,1,2020-02-04,day
Lady Gaga,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Stupid Love,spotify:album:2HDW1EX8IBI3jqobswAfrZ,Stupid Love,2kJu14V7hbZw3I4K8L8SXb,90,1,2020-02-28,day
Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,To Die For,spotify:album:2motAeq8jZvHkF4VpbWSHf,To Die For,2ZTYlnhhV1UAReg7wIGolx,88,1,2020-02-14,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Repeat After Me (Interlude),40U8d12pC5UHqmHwXjHjjl,80,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:4yP0hdKOZPNshxUOjY0cZj,Until I Bleed Out,2BcnxwxBuar5wjCaLqm5N3,79,14,2020-03-20,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,No Judgement,2sGF7DBXvL2GjkbG606m1G,71,14,2020-03-13,day
Aitch,spotify:artist:2PJEagPIxaBugeMjIyKVXF,Rain,spotify:album:0QPLgUQ70nkJTsgCWAfDVO,Rain,5LBikzSkad9yQ6RH87Gdrm,78,1,2020-03-05,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:1wSmi4DMuPu5fG7xtyspT2,After Hours,4ejyZ4uJEXUURcgKp1kP8v,91,1,2020-02-19,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Blinding Lights,0kPmcPPkjoyfLhUwHLWrk0,67,14,2020-03-20,day
Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Boss Bitch,spotify:album:4pmyFpGicLLIgNPc1TQXKc,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,86,1,2020-01-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Alone Again,7JetYZgWhIQG3vTQFHSPg3,66,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Hardest To Love,08rEF4kZEasBxKM35wFhjh,66,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Heartless - Vapor Wave Remix,0cw3WOWQmYGKY0CE8EQgKR,66,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,In Your Eyes,0a7ZICyx1xJmpRkT5uhCWJ,65,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Save Your Tears,0MNnegOSkXwLBFD1IhRIzG,65,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Scared To Live,5O1NcLIdhm9TNtiXnmJmw8,65,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Too Late,2YMbKIlcmzdpKKuLjSs7OP,65,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Snowchild,264yshjoWEJGVeqMJvEqGE,65,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Escape From LA,6ENbdeqmlstlqYZU7k3eTz,64,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Faith,0OlwdaMC1Xn0cb2Wm4begv,64,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Blinding Lights,4imfDw20AMI1tjHTfKvvJt,64,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Heartless,7iatul8O8RVR8rDGEgbpIp,63,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,After Hours,4dFIXAjv1V0oMG3TZDbENG,63,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,After Hours - The Blaze Remix,543YcSR2dHRtlqg0wJ5cFv,63,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Repeat After Me (Interlude),1Llu9cKUxIDrN2Q8QHOIr7,62,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Blinding Lights - Chromatics Remix,5jbP56kEW0UPoGBICpl7VT,63,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Until I Bleed Out,1Twabx98PlYV9aeYhyzHtP,62,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Save Your Tears - OPN Remix,05qQfBXbNZCEGEmf5ae8DB,62,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:0lc1TxAzpSHI7DGhgdWuMI,Scared To Live - SNL Live,73GELNunzwGXO0e7q1wLe7,61,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Hardest To Love,3EBPojc6Qiy9JArPLmwQFT,52,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Save Your Tears,5AG3LHmg3FyVbRESspoPAD,53,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,In Your Eyes,2jo3etFarByI6akx5cyPDg,52,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Faith,1XHDB8m5YwG3WJ4Tv5TMh2,50,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Scared To Live,3dMfqx5iDMUiaOxW6i81Io,51,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Too Late,1g3yj5qV7qrryg5w7hBDQu,50,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Alone Again,1he88AZd2sM9ECcNvVz6TP,51,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Snowchild,6SJbe5dxOdk8NQ3cB5kr3m,49,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Heartless,5PKKJ4fo3ZuGcYKkI79fgf,47,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Escape From LA,5lEzp5r5nDYtaaSIZgRtpk,48,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,After Hours,5E7FaORv5mrP2xylB1aOHs,47,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Repeat After Me (Interlude),2cdSh2bMoXZ97vu2zrljRU,47,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours,spotify:album:03NCvBIGqzLPhLoi4pDb3L,Until I Bleed Out,0DpjWHMsfhhTCz3VBLQPDx,46,14,2020-03-20,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,After Hours,0oUu6eo7sfprJxZWgsZDUm,27,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,After Hours - The Blaze Remix,6kFK1VEyH3Sf3b8BRgEBBS,31,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Blinding Lights - Chromatics Remix,5PjzHLdk8v8Hgy186ttk1a,29,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Heartless - Vapor Wave Remix,4wIJuVl2wYRB54sW9qFiCi,31,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,In Your Eyes,5NFi7RrEnlVFe1FpN6pOnK,28,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Save Your Tears,4JkADJKRAPYc9MO43QFMBy,26,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Scared To Live,6YCyHeat3MxSv2E56ohOL4,26,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Hardest To Love,7MbRsDg7GPxNXoqyFqLv02,27,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Snowchild,1Xd8fN1SL9D9P647nTYRN0,25,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Alone Again,2NbQkjsLggfT9Wo0TAzRhA,27,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Too Late,6QtwuVR269xa2JPa9LkonA,26,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Escape From LA,2Txvu2fGbp3mppNowfnaRG,25,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Faith,7pe5SRHeVGw0pYXpRLEH4G,25,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Heartless,1pXjj6x2FdNp0239Yu2zHq,25,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Repeat After Me (Interlude),5JwKbYz5Y6S5CUWTYwBJqB,24,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Scared To Live - SNL Live,7bQHAyjbbJF9OUdWSkNbeE,25,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Blinding Lights,7qereshd6fGvpmY1jVW2cu,26,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Until I Bleed Out,1poQPkgNztX9oeVqQwsSYc,23,19,2020-03-23,day
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),spotify:album:3jQm22l8PJ48hVYE83XcS0,Save Your Tears - OPN Remix,3Btle2zxoX5nUE5aQBFlsf,26,19,2020-03-23,day
Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Rare,spotify:album:3YPFaTR7WMi1Hd4NVKdCJx,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,88,13,2020-01-10,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Heartbreak Weather,3jf3c9EOFam6Q15sho0XWw,73,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Put A Little Love On Me,7LyBwug9tJgbaEzRCqtY78,70,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Nice To Meet Ya,0DrFTaAX2srXPkuag35djb,70,14,2020-03-13,day
Mabel,spotify:artist:1MIVXf74SZHmTIp4V4paH4,Boyfriend,spotify:album:1lf8oA3lANa6trf3iPho22,Boyfriend,7mtxlSJQej3cCBXySgEjlY,78,1,2020-02-26,day
Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Changes,spotify:album:63iWSELt9V1kV6RSMxN7Ii,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,90,17,2020-02-14,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Small Talk,2928yIGFV4enculPwmmGSe,71,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Dear Patience,0gwfuYQz0TauOajxH2V2Cn,70,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Bend The Rules,5MhKHO4FYmpfDryQX9408O,70,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Everywhere,2NRpuYVJPYhxC8xyutxkoL,69,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Still,4Zwt0IkpzDOW2u0YfV94TK,69,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Arms Of A Stranger,63MU2FswcPQclQMxK17Fkb,69,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,Cross Your Mind,7B0jvve829GGdU5kFttQTY,69,14,2020-03-13,day
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Heartbreak Weather,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,San Francisco,5iSkdzgBBtAAkaqULGPZUd,68,14,2020-03-13,day
Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,New Years Eve 2020: Pop Party,spotify:album:7dyZQWMR1h9s1TLxM4olg8,Habits (Stay High),2jSoECfwoXLStxhgY6MIBJ,15,20,2019-12-27,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,Exchange of Love (Los Angeles Late Night Dance Party EDM DJ Hits Club Remix),5EMFtx03txBCUhWo1Tfiic,23,29,2020-03-03,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,The Sign (NYC Deep House Party Crossfit Workout Hits DJ Club Remix),2P3MdLsPyIANfRHmG399O4,23,29,2020-03-03,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,Rise Together DJ (Las Vegas Electronic Dance Music Festival Edm Hits Radio Version),7IjjojHPOX526CNxpicnR4,23,29,2020-03-03,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,"More Love, Techno, & Rave DJ (Amsterdam Electronic Dance Music Festival Hits Radio Version)",389AuKbCi6WM3H4RtLQ1MJ,23,29,2020-03-03,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,Feeling It Feel It DJ (Jakarta Electronic Dance Music Festival Hits Remix),6xsohTVL2NviYJJiOjwbB0,23,29,2020-03-03,day
Jax Jones,spotify:artist:4Q6nIcaBED8qUel8bBx6Cr,New Year's Eve 2020,spotify:album:5RDTtDeKYjRgTKSCOgNGtb,Breathe,4ieFZhjzk3bBpa4asTasgI,23,25,2019-12-20,day
"Not Applicable,",spotify:artist:7AyhrSFXzW0CyPexf8qqZ2,Neujahrskonzert 2020 / New Year's Concert 2020 / Concert du Nouvel An 2020,spotify:album:0y9J1ZRbq8HJBM3N0hrMX3,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,6mHhPvdU2NHlRNN35jfhLr,25,20,2020-01-17,day
Paul Carrack,spotify:artist:0FFuvdY7fuiuTmHN9unYoz,"Paul Carrack Live: The Independent Years, Vol. 1 (2000 - 2020)",spotify:album:5mEYXiva2AGbbaSi7Dj9qM,"The Only One - Live at Royal Albert Hall, London, 2001",7iuY5i1Yat70QRFSZfZzEv,20,13,2020-01-17,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,Gravity Pulls Us Together Djs (Usa Deep House Party Crossfit Workout Hits DJ Club Remix),7FEtHxi32h47hNP2ERvjnb,23,29,2020-03-03,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,Drop the Bass DJ (Melbourne Bounce Shuffle Cutting Shapes Hits Remix),4GpQ8LHpAwpwFQKWtmkeBG,23,29,2020-03-03,day
Greg Sletteland,spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,Sexy House Party (EDM DJ Mix) [2020 Electronic Dance Music Festival Hits Crossfit Workout Year Mix],spotify:album:5YBSAUQicDO7d8P9dgadHo,Reach in the Sky DJ (Favorite Progressive House EDM Crossfit Workout Hits DJ Club Remix),5O9ldsFiyUQHgGblXNb9tT,23,29,2020-03-03,day
